Seq,StepID,StepGroup,Page,Action,ObjectName,InputValue,StoreAs,AssertType,ExpectedValue,WaitCondition,Timeout,Optional,Retry,Screenshot,SkipIf,Description
2611,2611,ExtractResults,ResultsPage,select,ddl_upper_Spend_Func,${data.design.upperSpendFunc},,,,,10000,FALSE,0,always,,select Upper Efficacy spending function
2612,2612,ExtractResults,ResultsPage,fill,txt_upper_Param_Gamma,${data.design.upperParamGamma},,,,,10000,FALSE,0,never,,fill Upper Parameter (Gamma)
2613,2613,ExtractResults,ResultsPage,fill,txt_upper_Param_Rho,${data.design.upperParamRho},,,,,10000,FALSE,0,never,,fill Upper Parameter (Rho)
2614,2614,ExtractResults,ResultsPage,select,ddl_upper_Param,${data.design.upperParam},,,,,10000,FALSE,0,always,,select Upper Parameter (Lan-DeMets OF/Pocock)
2615,2615,ExtractResults,ResultsPage,select,ddl_lower_Spend_Func,${data.design.lowerSpendFunc},,,,,10000,FALSE,0,always,,select Lower Efficacy spending function
2616,2616,ExtractResults,ResultsPage,fill,txt_lower_Param_Gamma,${data.design.lowerParamGamma},,,,,10000,FALSE,0,never,,fill Lower Parameter (Gamma)
2617,2617,ExtractResults,ResultsPage,fill,txt_lower_Param_Rho,${data.design.lowerParamRho},,,,,10000,FALSE,0,never,,fill Lower Parameter (Rho)
2618,2618,ExtractResults,ResultsPage,select,ddl_lower_Param,${data.design.lowerParam},,,,,10000,FALSE,0,always,,select Lower Parameter (Lan-DeMets OF/Pocock)
260,2620,ExtractResults,ResultsPage,select,ddl_fut_Boundary_Fam,${data.design.futBoundaryFam},,,,,10000,FALSE,0,always,,Select futBoundaryFam. Native <select> - select matches by visible label first
261,2630,ExtractResults,ResultsPage,select,ddl_fut_Spend_Func,${data.design.futSpendFunc},,,,,10000,FALSE,0,always,,Select futSpendFunc. Native <select> - select matches by visible label first
262,2640,ExtractResults,ResultsPage,fill,txt_fut_Param_Gamma,${data.design.futParamGamma},,,,,10000,FALSE,0,never,,fill futParamGamma
263,2650,ExtractResults,ResultsPage,fill,txt_fut_Param_Rho,${data.design.futParamRho},,,,,10000,FALSE,0,never,,fill futParamRho
264,2660,ExtractResults,ResultsPage,select,ddl_fut_Boundary,${data.design.futBoundaryType},,,,,10000,FALSE,0,always,,Select futBoundary. Native <select> - select matches by visible label first
265,2670,ExtractResults,ResultsPage,select,ddl_fut_Param,${data.design.futParam},,,,,10000,FALSE,0,always,,Select futParam. Native <select> - select matches by visible label first
266,2680,ExtractResults,ResultsPage,select,ddl_fix,${data.design.fix},,,,,10000,FALSE,0,always,,Select fix. Native <select> - select matches by visible label first
267,2690,ExtractResults,ResultsPage,fill,txt_boundary_0_analysis_Spacing_Info,${data.design.boundary.0.analysisSpacingInfo},,,,,10000,FALSE,0,never,,fill boundary.0.analysisSpacingInfo
268,2710,ExtractResults,ResultsPage,fill,txt_boundary_0_efficacy_PValue,${data.design.boundary.0.efficacyPValue},,,,,10000,FALSE,0,never,,fill boundary.0.efficacyPValue
269,2775,ExtractResults,ResultsPage,fill,txt_boundary_1_efficacy_PValue,${data.design.boundary.1.efficacyPValue},,,,,10000,FALSE,0,never,,fill boundary.1.efficacyPValue (moved after Add-Interim + IA2 spacing so the IA2 look exists first)
270,2730,ExtractResults,ResultsPage,click,btn_Add_Interim,,,,,,10000,FALSE,0,never,${data.design.boundary.1.analysisSpacingInfo}==N/A,click Add Interim
271,2740,ExtractResults,ResultsPage,click,btn_Add_Interim,,,,,,10000,FALSE,0,never,${data.design.boundary.2.analysisSpacingInfo}==N/A,click Add Interim
272,2750,ExtractResults,ResultsPage,fill,txt_boundary_2_analysis_Spacing_Info,${data.design.boundary.2.analysisSpacingInfo},,,,,10000,FALSE,0,never,,fill boundary.2.analysisSpacingInfo
273,2770,ExtractResults,ResultsPage,fill,txt_boundary_1_analysis_Spacing_Info,${data.design.boundary.1.analysisSpacingInfo},,,,,10000,FALSE,0,never,,fill boundary.1.analysisSpacingInfo
274,2800,ExtractResults,ResultsPage,fill,txt_boundary_2_efficacy_PValue,${data.design.boundary.2.efficacyPValue},,,,,10000,FALSE,0,never,,fill boundary.2.efficacyPValue
275,2819,ExtractResults,ResultsPage,click,btn_Close_Banner,,,,,,3000,TRUE,0,never,,dismiss info banner (optional) before Calculate
276,2820,ExtractResults,ResultsPage,click,btn_Calculate,,,,,,10000,FALSE,0,never,${data.design.effBoundaryFam}==N/A,click Calculate (boundary table; skip for fixed designs with no boundary family)
277,2830,ExtractResults,ResultsPage,fill,txt_boundary_0_futility_PValue,${data.design.boundary.0.futilityPValue},,,,,10000,FALSE,0,never,,fill boundary.0.futilityPValue
278,2840,ExtractResults,ResultsPage,select,ddl_compute_CP,${data.design.computeCP},,,,,10000,FALSE,0,always,,Select computeCP. Native <select> - select matches by visible label first
279,2810,ExtractResults,ResultsPage,select,ddl_boundary_Scale,${data.design.boundaryScale},,,,,10000,FALSE,0,always,,Select boundaryScale. Native <select> - select matches by visible label first
280,2860,ExtractResults,ResultsPage,fill,txt_boundary_0_futility_CP,${data.design.boundary.0.futilityCP},,,,,10000,FALSE,0,never,,fill boundary.0.futilityCP
281,2870,ExtractResults,ResultsPage,fill,txt_boundary_0_futility_HR,${data.design.boundary.0.futilityHR},,,,,10000,FALSE,0,never,,fill boundary.0.futilityHR
282,2872,ExtractResults,ResultsPage,fill,txt_boundary_1_futility_HR,${data.design.boundary.1.futilityHR},,,,,10000,FALSE,0,never,${data.design.boundary.1.futilityHR}==N/A,fill futility HR for analysis 2
283,2874,ExtractResults,ResultsPage,fill,txt_boundary_2_futility_HR,${data.design.boundary.2.futilityHR},,,,,10000,FALSE,0,never,${data.design.boundary.2.futilityHR}==N/A,fill futility HR for analysis 3
284,2880,ExtractResults,ResultsPage,fill,txt_shape_Param_Delta_One,${data.design.shapeParamDelta},,,,,10000,FALSE,0,never,,fill shapeParamDeltaOne
285,2890,ExtractResults,ResultsPage,fill,txt_shape_Param_Delta_Two,${data.design.shapeParamDeltaTwo},,,,,10000,FALSE,0,never,,fill shapeParamDeltaTwo
286,2900,ExtractResults,ResultsPage,click,btn_Add_Interim,,,,,,10000,FALSE,0,never,${data.design.boundary.3.analysisSpacingInfo}==N/A,click Add Interim
287,2910,ExtractResults,ResultsPage,check,chk_boundary_1_futility_Check,,,,,,10000,FALSE,0,always,${data.design.boundary.1.futilityCheck}!=check,check boundary.1.futilityCheck when testdata boundary.1.futilityCheck=check (SkipIf gates it per iteration)
288,2920,ExtractResults,ResultsPage,uncheck,chk_boundary_1_futility_Check,,,,,,10000,FALSE,0,always,${data.design.boundary.1.futilityCheck}!=uncheck,uncheck boundary.1.futilityCheck when testdata boundary.1.futilityCheck=uncheck (SkipIf gates it per iteration)
289,2940,ExtractResults,ResultsPage,uncheck,chk_boundary_1_futility_Check,,,,,,10000,FALSE,0,always,${data.design.boundary.1.futilityCheck}!=uncheck,uncheck boundary.1.futilityCheck when testdata boundary.1.futilityCheck=uncheck (SkipIf gates it per iteration)
290,2950,ExtractResults,ResultsPage,check,chk_boundary_0_efficacy_Check,,,,,,10000,FALSE,0,always,${data.design.boundary.0.efficacyCheck}!=check,check boundary.0.efficacyCheck when testdata boundary.0.efficacyCheck=check (SkipIf gates it per iteration)
291,2960,ExtractResults,ResultsPage,uncheck,chk_boundary_0_efficacy_Check,,,,,,10000,FALSE,0,always,${data.design.boundary.0.efficacyCheck}!=uncheck,uncheck boundary.0.efficacyCheck when testdata boundary.0.efficacyCheck=uncheck (SkipIf gates it per iteration)
292,2969,ExtractResults,ResultsPage,click,btn_Close_Banner,,,,,,3000,TRUE,0,never,,dismiss info banner (optional) before Calculate
293,2970,ExtractResults,ResultsPage,click,btn_Calculate,,,,,,10000,FALSE,0,never,${data.design.effBoundaryFam}==N/A,click Calculate (boundary table; skip for fixed designs with no boundary family)
294,2980,ExtractResults,ResultsPage,fill,txt_boundary_0_cum_Alpha_Spent,${data.design.boundary.0.cumAlphaSpent},,,,,10000,FALSE,0,never,,fill boundary.0.cumAlphaSpent
295,3000,ExtractResults,ResultsPage,fill,txt_boundary_0_cum_Beta_Spent,${data.design.boundary.0.cumBetaSpent},,,,,10000,FALSE,0,never,,fill boundary.0.cumBetaSpent
296,3020,ExtractResults,ResultsPage,fill,txt_boundary_1_cum_Alpha_Spent,${data.design.boundary.1.cumAlphaSpent},,,,,10000,FALSE,0,never,,fill boundary.1.cumAlphaSpent
2965,3030,ExtractResults,ResultsPage,fill,txt_boundary_2_cum_Alpha_Spent,${data.design.boundary.2.cumAlphaSpent},,,,,10000,FALSE,0,never,,fill boundary.2.cumAlphaSpent (IA3 efficacy alpha; Interpolated spend-func)
297,3040,ExtractResults,ResultsPage,fill,txt_boundary_1_cum_Beta_Spent,${data.design.boundary.1.cumBetaSpent},,,,,10000,FALSE,0,never,,fill boundary.1.cumBetaSpent
298,3050,ExtractResults,ResultsPage,click,btn_Hypothesis_Select_Superiority_Super_Superiority_Noninferiority_Power_Test,,,,,,10000,FALSE,0,never,${data.design.effBoundaryFam}==N/A,"click early-stopping Calculate; skip for fixed designs (no boundary family)"
299,3055,ExtractResults,ResultsPage,click,btn_Save,,,,,,15000,FALSE,0,onFailure,,save the design before leaving Design (avoids the Unsaved-Changes dialog)
300,3060,ExtractResults,ResultsPage,click,btn_Enrollment,,,,,,10000,FALSE,0,never,,click Enrollment
301,3065,ExtractResults,ResultsPage,waitForSelector,txt_enrollment_Table_0_avg_Subjects_Enrolled,,,,,visible,60000,FALSE,0,never,,wait for the Enrollment page to finish loading after nav
302,3070,ExtractResults,ResultsPage,fill,txt_enrollment_Table_0_avg_Subjects_Enrolled,${data.design.enrollmentTable.0.avgSubjectsEnrolled},,,,,10000,FALSE,0,never,,fill enrollmentTable.0.avgSubjectsEnrolled
303,3080,ExtractResults,ResultsPage,select,ddl_input_Parameter,${data.design.inputParameter},,,,,10000,FALSE,0,always,,Select inputParameter. Native <select> - select matches by visible label first
304,3090,ExtractResults,ResultsPage,fill,txt_committed_Duration,${data.design.committedDuration},,,,,10000,FALSE,0,never,,fill committedDuration
305,3109,ExtractResults,ResultsPage,click,btn_Close_Banner,,,,,,3000,TRUE,0,never,,dismiss info banner (optional) before Calculate
306,3110,ExtractResults,ResultsPage,click,btn_Calculate,,,,,,10000,FALSE,0,never,,click Calculate
307,3095,ExtractResults,ResultsPage,fill,txt_committed_Subjects,${data.design.committedSubjects},,,,,10000,FALSE,0,never,,fill committedSubjects
308,3139,ExtractResults,ResultsPage,click,btn_Close_Banner,,,,,,3000,TRUE,0,never,,dismiss info banner (optional) before Calculate
309,3140,ExtractResults,ResultsPage,click,btn_Calculate,,,,,,10000,FALSE,0,never,,click Calculate
310,3072,ExtractResults,ResultsPage,click,btn_Add_Period,,,,,,10000,FALSE,0,never,${data.design.enrollmentTable.1.avgSubjectsEnrolled}==N/A,click Add Period
311,3074,ExtractResults,ResultsPage,fill,txt_enrollment_Table_1_starting_At_Time,${data.design.enrollmentTable.1.startingAtTime},,,,,10000,FALSE,0,never,,fill enrollmentTable.1.startingAtTime
312,3076,ExtractResults,ResultsPage,fill,txt_enrollment_Table_1_avg_Subjects_Enrolled,${data.design.enrollmentTable.1.avgSubjectsEnrolled},,,,,10000,FALSE,0,never,,fill enrollmentTable.1.avgSubjectsEnrolled
313,3189,ExtractResults,ResultsPage,click,btn_Close_Banner,,,,,,3000,TRUE,0,never,,dismiss info banner (optional) before Calculate
314,3190,ExtractResults,ResultsPage,click,btn_Calculate,,,,,,10000,FALSE,0,never,,click Calculate
315,3200,ExtractResults,ResultsPage,click,btn_Save,,,,,,10000,FALSE,0,never,,click Save
316,3210,ExtractResults,ResultsPage,click,btn_Save_Compute,,,,,,10000,FALSE,0,never,,click Save Compute
317,3220,ExtractResults,ResultsPage,fill,txt_ResultName,${data.design.Result Name},,,,,10000,FALSE,0,never,,fill Result Name
318,3230,Simulate,ResultsPage,click,btn_Compute_Dialog,,,,,,15000,FALSE,0,onFailure,,start the simulation by confirming the Compute dialog
319,3240,Simulate,ResultsPage,waitForSimulation,lbl_RunStatus,,,,Completed,,120000,FALSE,0,always,,Poll the run status until Completed before opening the result
320,3250,ExtractResults,ResultsPage,click,lnk_ResultName,${data.design.Result Name},,,,visible,180000,FALSE,0,always,,Open the computed result by name (only appears once compute finishes)
321,3260,ExtractResults,ResultsPage,callCustom,,extractAllResultTables,,,,,120000,FALSE,0,always,,Capture EVERY table on the result page. Requires custom/<Feature>/customSteps.ts to export extractAllResultTables
322,3270,ExtractResults,-,compareWithBaseline,,,,,,,60000,FALSE,0,never,,Compare captured cells against 06_baseline/<env>/. First run writes the baseline and reports BASELINE_CREATED (green but verifies nothing); every later run is a real PASS/FAIL
